tag,whichCollocation,collFrequency,logDice,whichType,verb,verbType,noun,nounType,isCollocation,k,verbFrequency,nounFrequency,item
767,spill secret,1871,6.5,productive,disclose,Vprod2,detail,Nsyn2,0,3,873494,7559647,disclose detail
768,spill secret,1871,6.5,synonym,drop,Vsyn1,detail,Nsyn2,-1,3,3578350,7559647,drop detail
769,spill secret,1871,6.5,synonym,spew,Vsyn2,detail,Nsyn2,1,3,80693,7559647,spew detail
770,inflate currency,862,6.4,productive,devalue,Vprod2,value,Nsyn1,-1,3,57687,11412380,devalue value
771,inflate currency,862,6.4,synonym,pump,Vsyn1,value,Nsyn1,-1,3,624994,11412380,pump value
772,inflate currency,862,6.4,synonym,fill,Vsyn2,value,Nsyn1,-1,3,4653048,11412380,fill value
773,inflate currency,862,6.4,synonym,inflate,Vcoll,price,Nsyn2,1,3,143426,9075539,inflate price
774,swallow pride,5319,8.7,productive,demonstrate,Vprod2,pride,Ncoll,0,3,3435000,760735,demonstrate pride
775,swallow pride,5319,8.7,productive,consume,Vsyn1,toothpaste,Nprod2,0,3,1059674,77720,consume toothpaste
776,swallow pride,5319,8.7,productive,guzzle,Vsyn2,toothpaste,Nprod2,0,3,13924,77720,guzzle toothpaste
777,swallow pride,5319,8.7,synonym,swallow,Vcoll,dignity,Nsyn1,-1,3,422866,480719,swallow dignity
778,unearth conspiracy,223,5.6,productive,excavate,Vsyn1,fossil,Nprod1,0,3,155304,223841,excavate fossil
779,unearth conspiracy,223,5.6,productive,disinter,Vsyn2,fossil,Nprod1,0,3,4417,223841,disinter fossil
780,unearth conspiracy,223,5.6,productive,unearth,Vcoll,gem,Nprod2,0,3,121160,483216,unearth gem
781,unearth conspiracy,223,5.6,productive,devise,Vprod1,scam,Nsyn2,0,3,364167,377325,devise scam
782,shape future,38421,9.6,productive,shape,Vcoll,mold,Nprod1,0,3,1379487,421088,shape mold
783,shape future,38421,9.6,productive,predict,Vprod1,history,Nsyn1,-1,3,1670657,11948316,predict history
784,shape future,38421,9.6,synonym,fashion,Vsyn1,future,Ncoll,1,3,231399,5224130,fashion future
785,shape future,38421,9.6,synonym,sculpt,Vsyn2,future,Ncoll,-1,3,186013,5224130,sculpt future
786,cultivate friendship,2418,7.2,collocation,cultivate,Vcoll,friendship,Ncoll,1,3,484590,870125,cultivate friendship
787,cultivate friendship,2418,7.2,productive,initiate,Vprod1,friendship,Ncoll,0,3,1104267,870125,initiate friendship
788,cultivate friendship,2418,7.2,productive,crave,Vprod2,relationship,Nsyn2,0,3,172912,6684078,crave relationship
789,cultivate friendship,2418,7.2,synonym,grow,Vsyn1,relationship,Nsyn2,1,3,10814751,6684078,grow relationship
790,cultivate friendship,2418,7.2,synonym,tend,Vsyn2,relationship,Nsyn2,1,3,2758961,6684078,tend relationship
791,dissolve marriage,4730,7.2,productive,postpone,Vprod2,assembly,Nsyn1,0,3,311250,1717375,postpone assembly
792,dissolve marriage,4730,7.2,synonym,disintegrate,Vsyn1,assembly,Nsyn1,-1,3,91498,1717375,disintegrate assembly
793,dissolve marriage,4730,7.2,synonym,liquefy,Vsyn2,assembly,Nsyn1,-1,3,56430,1717375,liquefy assembly
794,dissolve marriage,4730,7.2,synonym,dissolve,Vcoll,corporation,Nsyn2,1,3,533973,1396949,dissolve corporation
795,slap tariff,2256,8.5,productive,outlaw,Vprod2,tariff,Ncoll,0,3,103823,460491,outlaw tariff
796,slap tariff,2256,8.5,productive,smack,Vsyn1,shoulder,Nprod2,0,3,100501,1622401,smack shoulder
797,slap tariff,2256,8.5,productive,smite,Vsyn2,shoulder,Nprod2,0,3,79164,1622401,smite shoulder
798,slap tariff,2256,8.5,synonym,slap,Vcoll,sanction,Nsyn1,1,3,211913,662378,slap sanction
799,soften tone,1415,6.4,productive,cushion,Vsyn1,skin,Nprod1,0,3,61749,3804919,cushion skin
800,soften tone,1415,6.4,productive,weaken,Vsyn2,skin,Nprod1,0,3,426557,3804919,weaken skin
801,soften tone,1415,6.4,productive,soften,Vcoll,butter,Nprod2,0,3,223692,588875,soften butter
802,soften tone,1415,6.4,productive,generate,Vprod1,expression,Nsyn2,0,3,4079902,2615284,generate expression
803,steer conversation,3014,6.5,productive,steer,Vcoll,ship,Nprod1,0,3,472643,3656089,steer ship
804,steer conversation,3014,6.5,productive,record,Vprod1,dialogue,Nsyn1,0,3,3872169,1220186,record dialogue
805,steer conversation,3014,6.5,synonym,drive,Vsyn1,conversation,Ncoll,1,3,6717522,2603393,drive conversation
806,steer conversation,3014,6.5,synonym,maneuver,Vsyn2,conversation,Ncoll,1,3,90743,2603393,maneuver conversation
807,push agenda,17285,8.3,collocation,push,Vcoll,agenda,Ncoll,1,3,3420021,1316952,push agenda
808,push agenda,17285,8.3,productive,compile,Vprod1,agenda,Ncoll,0,3,956259,1316952,compile agenda
809,push agenda,17285,8.3,productive,publish,Vprod2,program,Nsyn2,0,3,7238214,19210828,publish program
810,push agenda,17285,8.3,synonym,shove,Vsyn1,program,Nsyn2,-1,3,227194,19210828,shove program
811,push agenda,17285,8.3,synonym,thrust,Vsyn2,program,Nsyn2,-1,3,198725,19210828,thrust program
812,spout nonsense,2385,9.5,productive,debunk,Vprod2,drivel,Nsyn1,0,3,99893,23417,debunk drivel
813,spout nonsense,2385,9.5,synonym,eject,Vsyn1,drivel,Nsyn1,-1,3,128775,23417,eject drivel
814,spout nonsense,2385,9.5,synonym,spew,Vsyn2,drivel,Nsyn1,1,3,80693,23417,spew drivel
815,spout nonsense,2385,9.5,synonym,spout,Vcoll,gibberish,Nsyn2,1,3,58200,25432,spout gibberish
816,beat odds,8377,7.7,productive,calculate,Vprod2,odds,Ncoll,0,3,1553963,1690,calculate odds
817,beat odds,8377,7.7,productive,batter,Vsyn1,egg,Nprod2,-1,3,112366,1670179,batter egg
818,beat odds,8377,7.7,productive,flay,Vsyn2,egg,Nprod2,-1,3,19955,1670179,flay egg
819,beat odds,8377,7.7,synonym,beat,Vcoll,likelihood,Nsyn1,-1,3,2429633,436968,beat likelihood
820,run risk,72368,8,productive,sprint,Vsyn1,marathon,Nprod1,-1,3,77898,246258,sprint marathon
821,run risk,72368,8,productive,bolt,Vsyn2,marathon,Nprod1,-1,3,150266,246258,bolt marathon
822,run risk,72368,8,productive,run,Vcoll,race,Nprod2,0,3,16344973,4798622,run race
823,run risk,72368,8,productive,avoid,Vprod1,peril,Nsyn2,0,3,4668498,172764,avoid peril
824,sway voter,1859,7.3,productive,sway,Vcoll,arm,Nprod1,0,3,177841,3959821,sway arm
825,sway voter,1859,7.3,productive,influence,Vprod1,jury,Nsyn1,0,3,1915269,842427,influence jury
826,sway voter,1859,7.3,synonym,swing,Vsyn1,voter,Ncoll,1,3,526379,1544830,swing voter
827,sway voter,1859,7.3,synonym,oscillate,Vsyn2,voter,Ncoll,-1,3,74331,1544830,oscillate voter
828,swing election,1973,5.9,collocation,swing,Vcoll,election,Ncoll,1,3,526379,4627641,swing election
829,swing election,1973,5.9,productive,concede,Vprod1,election,Ncoll,0,3,321074,4627641,concede election
830,swing election,1973,5.9,productive,begin,Vprod2,vote,Nsyn2,0,3,14523172,2841083,begin vote
831,swing election,1973,5.9,synonym,sway,Vsyn1,vote,Nsyn2,1,3,177841,2841083,sway vote
832,swing election,1973,5.9,synonym,wave,Vsyn2,vote,Nsyn2,-1,3,362889,2841083,wave vote
833,hurl insult,4254,9.6,productive,resent,Vprod2,abuse,Nsyn1,0,3,114877,2139788,resent abuse
834,hurl insult,4254,9.6,synonym,fling,Vsyn1,abuse,Nsyn1,-1,3,129391,2139788,fling abuse
835,hurl insult,4254,9.6,synonym,lob,Vsyn2,abuse,Nsyn1,-1,3,26960,2139788,lob abuse
836,hurl insult,4254,9.6,synonym,hurl,Vcoll,accusation,Nsyn2,1,3,132621,390808,hurl accusation
837,rig lottery,190,5.4,productive,lose,Vprod2,lottery,Ncoll,0,3,9723381,459231,lose lottery
838,rig lottery,190,5.4,productive,supply,Vsyn1,bait,Nprod2,-1,3,2216698,334220,supply bait
839,rig lottery,190,5.4,productive,outfit,Vsyn2,bait,Nprod2,-1,3,94463,334220,outfit bait
840,rig lottery,190,5.4,synonym,rig,Vcoll,sweepstake,Nsyn1,1,3,146140,12734,rig sweepstake
841,harness energy,10945,7.6,productive,saddle,Vsyn1,horse,Nprod1,0,3,65792,2722555,saddle horse
842,harness energy,10945,7.6,productive,yoke,Vsyn2,horse,Nprod1,0,3,13034,2722555,yoke horse
843,harness energy,10945,7.6,productive,harness,Vcoll,animal,Nprod2,0,3,231957,4342887,harness animal
844,harness energy,10945,7.6,productive,generate,Vprod1,wind,Nsyn2,0,3,4079902,2771189,generate wind
845,lock eye,17262,7.5,productive,lock,Vcoll,door,Nprod1,0,3,1358759,5369253,lock door
846,lock eye,17262,7.5,productive,touch,Vprod1,gaze,Nsyn1,-1,3,1748098,313344,touch gaze
847,lock eye,17262,7.5,synonym,fasten,Vsyn1,eye,Ncoll,-1,3,155870,8036856,fasten eye
848,lock eye,17262,7.5,synonym,secure,Vsyn2,eye,Ncoll,-1,3,2125799,8036856,secure eye
849,unlock mystery,5437,7.9,collocation,unlock,Vcoll,mystery,Ncoll,1,3,582098,1267800,unlock mystery
850,unlock mystery,5437,7.9,productive,solve,Vprod1,mystery,Ncoll,0,3,2267174,1267800,solve mystery
851,unlock mystery,5437,7.9,productive,investigate,Vprod2,puzzle,Nsyn2,0,3,2295782,625299,investigate puzzle
852,unlock mystery,5437,7.9,synonym,open,Vsyn1,puzzle,Nsyn2,-1,3,8515531,625299,open puzzle
853,unlock mystery,5437,7.9,synonym,unfasten,Vsyn2,puzzle,Nsyn2,-1,3,9962,625299,unfasten puzzle
854,unleash fury,2337,8.5,productive,suppress,Vprod2,horror,Nsyn1,0,3,537202,971270,suppress horror
855,unleash fury,2337,8.5,synonym,untie,Vsyn1,horror,Nsyn1,-1,3,39600,971270,untie horror
856,unleash fury,2337,8.5,synonym,release,Vsyn2,horror,Nsyn1,1,3,6848719,971270,release horror
857,unleash fury,2337,8.5,synonym,unleash,Vcoll,wrath,Nsyn2,1,3,287546,226479,unleash wrath
858,flood airwaves,752,6.5,productive,scan,Vprod2,airwaves,Ncoll,0,3,1036158,53455,scan airwaves
859,flood airwaves,752,6.5,productive,inundate,Vsyn1,valley,Nprod2,0,3,68831,955997,inundate valley
860,flood airwaves,752,6.5,productive,engulf,Vsyn2,valley,Nprod2,0,3,105662,955997,engulf valley
861,flood airwaves,752,6.5,synonym,flood,Vcoll,signal,Nsyn1,1,3,465452,4021190,flood signal
862,diffuse tension,1272,6.2,productive,spread,Vsyn1,light,Nprod1,0,3,2259922,6746314,spread light
863,diffuse tension,1272,6.2,productive,disperse,Vsyn2,light,Nprod1,0,3,280024,6746314,disperse light
864,diffuse tension,1272,6.2,productive,diffuse,Vcoll,oxygen,Nprod2,0,3,96169,801050,diffuse oxygen
865,diffuse tension,1272,6.2,productive,worsen,Vprod1,confrontation,Nsyn2,0,3,251005,270212,worsen confrontation
866,smear reputation,739,5.3,productive,smear,Vcoll,face,Nprod1,0,3,97703,5603898,smear face
867,smear reputation,739,5.3,productive,respect,Vprod1,rank,Nsyn1,0,3,1091229,1090282,respect rank
868,smear reputation,739,5.3,synonym,streak,Vsyn1,reputation,Ncoll,-1,3,48008,1250011,streak reputation
869,smear reputation,739,5.3,synonym,smudge,Vsyn2,reputation,Ncoll,1,3,26495,1250011,smudge reputation
870,forge signature,4665,8,collocation,forge,Vcoll,signature,Ncoll,1,3,417688,1286277,forge signature
871,forge signature,4665,8,productive,duplicate,Vprod1,signature,Ncoll,0,3,197768,1286277,duplicate signature
872,forge signature,4665,8,productive,disregard,Vprod2,identity,Nsyn2,0,3,190735,2434150,disregard identity
873,forge signature,4665,8,synonym,mold,Vsyn1,identity,Nsyn2,-1,3,194703,2434150,mold identity
874,forge signature,4665,8,synonym,model,Vsyn2,identity,Nsyn2,0,3,1024423,2434150,model identity
875,enter competition,26587,7.5,productive,organize,Vprod2,tournament,Nsyn1,0,3,2387991,1692842,organize tournament
876,enter competition,26587,7.5,synonym,exit,Vsyn1,tournament,Nsyn1,1,3,490455,1692842,exit tournament
877,enter competition,26587,7.5,synonym,leave,Vsyn2,tournament,Nsyn1,1,3,18615948,1692842,leave tournament
878,enter competition,26587,7.5,synonym,enter,Vcoll,contest,Nsyn2,1,3,6503470,1252257,enter contest
879,smell fear,1346,5.7,productive,sense,Vprod2,fear,Ncoll,0,3,770915,2611390,sense fear
880,smell fear,1346,5.7,productive,taste,Vsyn1,food,Nprod2,0,3,921323,10374711,taste food
881,smell fear,1346,5.7,productive,hear,Vsyn2,food,Nprod2,-1,3,9564768,10374711,hear food
882,smell fear,1346,5.7,synonym,smell,Vcoll,dread,Nsyn1,1,3,587548,135397,smell dread
883,chase dream,9354,8.1,productive,remember,Vprod2,dream,Ncoll,0,4,6425958,2910919,remember dream
884,chase dream,9354,8.1,productive,hunt,Vsyn1,ball,Nprod2,-1,4,528912,3111876,hunt ball
885,chase dream,9354,8.1,productive,pursue,Vsyn2,ball,Nprod2,-1,4,1806874,3111876,pursue ball
886,chase dream,9354,8.1,synonym,chase,Vcoll,aspiration,Nsyn1,1,4,592392,369770,chase aspiration
887,break promise,30369,8.2,productive,shatter,Vsyn1,glass,Nprod1,0,4,235867,2697421,shatter glass
888,break promise,30369,8.2,productive,smash,Vsyn2,glass,Nprod1,0,4,298943,2697421,smash glass
889,break promise,30369,8.2,productive,break,Vcoll,bone,Nprod2,0,4,6644744,1578282,break bone
890,break promise,30369,8.2,productive,fulfill,Vprod1,oath,Nsyn2,0,4,1086092,327104,fulfill oath
891,tackle problem,57445,7.9,productive,tackle,Vcoll,opponent,Nprod1,0,4,913224,1426870,tackle opponent
892,tackle problem,57445,7.9,productive,anticipate,Vprod1,difficulty,Nsyn1,0,4,891616,2005111,anticipate difficulty
893,tackle problem,57445,7.9,synonym,address,Vsyn1,problem,Ncoll,1,4,5143795,15597082,address problem
894,tackle problem,57445,7.9,synonym,manage,Vsyn2,problem,Ncoll,1,4,6998498,15597082,manage problem
895,abandon plan,15406,6.8,collocation,abandon,Vcoll,plan,Ncoll,1,4,1273968,10141324,abandon plan
896,abandon plan,15406,6.8,productive,adjust,Vprod1,plan,Ncoll,0,4,1648110,10141324,adjust plan
897,abandon plan,15406,6.8,productive,approve,Vprod2,strategy,Nsyn2,0,4,2893043,5297010,approve strategy
898,abandon plan,15406,6.8,synonym,desert,Vsyn1,strategy,Nsyn2,-1,4,192659,5297010,desert strategy
899,abandon plan,15406,6.8,synonym,forsake,Vsyn2,strategy,Nsyn2,1,4,96152,5297010,forsake strategy
900,fight poverty,15406,6.8,productive,experience,Vprod2,disease,Nsyn1,0,4,4134991,5330891,experience disease
901,fight poverty,15406,6.8,synonym,battle,Vsyn1,disease,Nsyn1,1,4,470222,5330891,battle disease
902,fight poverty,15406,6.8,synonym,combat,Vsyn2,disease,Nsyn1,1,4,515563,5330891,combat disease
903,fight poverty,15406,6.8,synonym,fight,Vcoll,obesity,Nsyn2,1,4,4220818,429273,fight obesity
904,catch fire,60901,9.4,productive,fan,Vprod2,fire,Ncoll,0,4,127942,5057358,fan fire
905,catch fire,60901,9.4,productive,seize,Vsyn1,fish,Nprod2,0,4,733804,2899692,seize fish
906,catch fire,60901,9.4,productive,grab,Vsyn2,fish,Nprod2,0,4,1296537,2899692,grab fish
907,catch fire,60901,9.4,synonym,catch,Vcoll,blaze,Nsyn1,1,4,4004699,105186,catch blaze
908,nurse grudge,830,7.2,productive,treat,Vsyn1,child,Nprod1,0,4,4190491,20432603,treat child
909,nurse grudge,830,7.2,productive,cure,Vsyn2,child,Nprod1,0,4,564400,20432603,cure child
910,nurse grudge,830,7.2,productive,nurse,Vcoll,wound,Nprod2,0,4,239694,806270,nurse wound
911,nurse grudge,830,7.2,productive,recall,Vprod1,resentment,Nsyn2,0,4,1606318,152609,recall resentment
912,challenge assumption,14854,8.5,productive,challenge,Vcoll,student,Nprod1,0,4,2116545,21407540,challenge student
913,challenge assumption,14854,8.5,productive,state,Vprod1,belief,Nsyn1,0,4,4527583,2271174,state belief
914,challenge assumption,14854,8.5,synonym,dare,Vsyn1,assumption,Ncoll,-1,4,552827,1000797,dare assumption
915,challenge assumption,14854,8.5,synonym,invite,Vsyn2,assumption,Ncoll,1,4,2672271,1000797,invite assumption
916,hold meeting,300278,9.9,collocation,hold,Vcoll,meeting,Ncoll,1,4,15504718,7117951,hold meeting
917,hold meeting,300278,9.9,productive,plan,Vprod1,meeting,Ncoll,0,4,5423671,7117951,plan meeting
918,hold meeting,300278,9.9,productive,attend,Vprod2,conference,Nsyn2,0,4,4728626,4386427,attend conference
919,hold meeting,300278,9.9,synonym,catch,Vsyn1,conference,Nsyn2,1,4,4004699,4386427,catch conference
920,hold meeting,300278,9.9,synonym,clutch,Vsyn2,conference,Nsyn2,-1,4,124675,4386427,clutch conference
921,kick habit,7857,8.3,productive,develop,Vprod2,practice,Nsyn1,0,4,13691362,8268861,develop practice
922,kick habit,7857,8.3,synonym,hit,Vsyn1,practice,Nsyn1,-1,4,4802307,8268861,hit practice
923,kick habit,7857,8.3,synonym,knock,Vsyn2,practice,Nsyn1,-1,4,921387,8268861,knock practice
924,kick habit,7857,8.3,synonym,kick,Vcoll,custom,Nsyn2,-1,4,1415069,1655971,kick custom
925,shift blame,7543,8.3,productive,reject,Vprod2,blame,Ncoll,0,4,1674108,257572,reject blame
926,shift blame,7543,8.3,productive,move,Vsyn1,weight,Nprod2,0,4,13838515,3823703,move weight
927,shift blame,7543,8.3,productive,transfer,Vsyn2,weight,Nprod2,0,4,2182010,3823703,transfer weight
928,shift blame,7543,8.3,synonym,shift,Vcoll,guilt,Nsyn1,-1,4,1463676,431173,shift guilt
929,bend rule,8917,6.9,productive,deform,Vsyn1,rod,Nprod1,0,4,74047,712726,deform rod
930,bend rule,8917,6.9,productive,warp,Vsyn2,rod,Nprod1,0,4,136707,712726,warp rod
931,bend rule,8917,6.9,productive,bend,Vcoll,elbow,Nprod2,0,4,688134,325029,bend elbow
932,bend rule,8917,6.9,productive,obey,Vprod1,guideline,Nsyn2,0,4,410998,1748725,obey guideline
933,freeze asset,7158,7.9,productive,freeze,Vcoll,egg,Nprod1,0,4,657944,1670179,freeze egg
934,freeze asset,7158,7.9,productive,protect,Vprod1,account,Nsyn1,0,4,5615627,6466773,protect account
935,freeze asset,7158,7.9,synonym,chill,Vsyn1,asset,Ncoll,-1,4,209991,2590642,chill asset
936,freeze asset,7158,7.9,synonym,preserve,Vsyn2,asset,Ncoll,0,4,1699725,2590642,preserve asset
937,cut cost,73694,8.7,collocation,cut,Vcoll,cost,Ncoll,1,4,4985046,9883262,cut cost
938,cut cost,73694,8.7,productive,incur,Vprod1,cost,Ncoll,0,4,437091,9883262,incur cost
939,cut cost,73694,8.7,productive,estimate,Vprod2,rate,Nsyn2,0,4,1930333,9282600,estimate rate
940,cut cost,73694,8.7,synonym,slash,Vsyn1,rate,Nsyn2,1,4,215685,9282600,slash rate
941,cut cost,73694,8.7,synonym,injure,Vsyn2,rate,Nsyn2,-1,4,869674,9282600,injure rate
942,read mind,23147,6.8,productive,know,Vprod2,brain,Nsyn1,0,4,44321220,2931387,know brain
943,read mind,23147,6.8,synonym,study,Vsyn1,brain,Nsyn1,0,4,4076236,2931387,study brain
944,read mind,23147,6.8,synonym,scan,Vsyn2,brain,Nsyn1,0,4,1036158,2931387,scan brain
945,read mind,23147,6.8,synonym,read,Vcoll,intellect,Nsyn2,-1,4,15107127,196673,read intellect
946,raise awareness,283116,10.8,productive,demonstrate,Vprod2,awareness,Ncoll,0,4,3435000,1879643,demonstrate awareness
947,raise awareness,283116,10.8,productive,lift,Vsyn1,flag,Nprod2,0,4,1452619,1638985,lift flag
948,raise awareness,283116,10.8,productive,hoist,Vsyn2,flag,Nprod2,0,4,84521,1638985,hoist flag
949,raise awareness,283116,10.8,synonym,raise,Vcoll,concern,Nsyn1,1,4,6484369,4431536,raise concern
950,pay respect,20686,8.2,productive,reward,Vsyn1,tax,Nprod1,-1,4,576227,6125564,reward tax
951,pay respect,20686,8.2,productive,fund,Vsyn2,tax,Nprod1,0,4,1800293,6125564,fund tax
952,pay respect,20686,8.2,productive,pay,Vcoll,rent,Nprod2,0,4,11161866,815347,pay rent
953,pay respect,20686,8.2,productive,deserve,Vprod1,regard,Nsyn2,0,4,1384488,1809574,deserve regard
954,earn trust,14815,7.6,productive,earn,Vcoll,money,Nprod1,0,4,3133954,9750259,earn money
955,earn trust,14815,7.6,productive,maintain,Vprod1,confidence,Nsyn1,0,4,5734320,1772680,maintain confidence
956,earn trust,14815,7.6,synonym,spend,Vsyn1,trust,Ncoll,-1,4,7693627,1739341,spend trust
957,earn trust,14815,7.6,synonym,obtain,Vsyn2,trust,Ncoll,0,4,4232413,1739341,obtain trust
958,spark outrage,7612,9.3,collocation,spark,Vcoll,outrage,Ncoll,1,4,431972,221977,spark outrage
959,spark outrage,7612,9.3,productive,express,Vprod1,outrage,Ncoll,0,4,3220210,221977,express outrage
960,spark outrage,7612,9.3,productive,condemn,Vprod2,protest,Nsyn2,0,4,699894,1406771,condemn protest
961,spark outrage,7612,9.3,synonym,ignite,Vsyn1,protest,Nsyn2,1,4,212053,1406771,ignite protest
962,spark outrage,7612,9.3,synonym,trigger,Vsyn2,protest,Nsyn2,1,4,1017872,1406771,trigger protest
963,sow confusion,2482,7.7,productive,prevent,Vprod2,chaos,Nsyn1,0,4,4771343,647175,prevent chaos
964,sow confusion,2482,7.7,synonym,plant,Vsyn1,chaos,Nsyn1,-1,4,1036293,647175,plant chaos
965,sow confusion,2482,7.7,synonym,scatter,Vsyn2,chaos,Nsyn1,-1,4,425278,647175,scatter chaos
966,sow confusion,2482,7.7,synonym,sow,Vcoll,terror,Nsyn2,1,4,238529,785868,sow terror
967,capture imagination,23753,8.6,productive,require,Vprod2,imagination,Ncoll,0,4,14971091,784660,require imagination
968,capture imagination,23753,8.6,productive,seize,Vsyn1,prisoner,Nprod2,0,4,733804,1215236,seize prisoner
969,capture imagination,23753,8.6,productive,apprehend,Vsyn2,prisoner,Nprod2,0,4,126529,1215236,apprehend prisoner
970,capture imagination,23753,8.6,synonym,capture,Vcoll,attention,Nsyn1,1,4,2725823,4637331,capture attention
971,stir passion,1356,6.2,productive,blend,Vsyn1,soup,Nprod1,0,4,581189,485633,blend soup
972,stir passion,1356,6.2,productive,agitate,Vsyn2,soup,Nprod1,0,4,118322,485633,agitate soup
973,stir passion,1356,6.2,productive,stir,Vcoll,pot,Nprod2,0,4,604399,1003786,stir pot
974,stir passion,1356,6.2,productive,show,Vprod1,unrest,Nsyn2,0,4,21565084,182837,show unrest
975,stifle creativity,2687,8.4,productive,stifle,Vcoll,yawn,Nprod1,0,4,124886,32379,stifle yawn
976,stifle creativity,2687,8.4,productive,boost,Vprod1,innovation,Nsyn1,0,4,989136,2025331,boost innovation
977,stifle creativity,2687,8.4,synonym,smother,Vsyn1,creativity,Ncoll,1,4,70905,729638,smother creativity
978,stifle creativity,2687,8.4,synonym,suffocate,Vsyn2,creativity,Ncoll,-1,4,66747,729638,suffocate creativity
979,damage credibility,3219,7,collocation,damage,Vcoll,credibility,Ncoll,1,4,1146068,377285,damage credibility
980,damage credibility,3219,7,productive,attain,Vprod1,credibility,Ncoll,0,4,633023,377285,attain credibility
981,damage credibility,3219,7,productive,risk,Vprod2,relation,Nsyn2,0,4,529017,3148355,risk relation
982,damage credibility,3219,7,synonym,destroy,Vsyn1,relation,Nsyn2,1,4,2909710,3148355,destroy relation
983,damage credibility,3219,7,synonym,ruin,Vsyn2,relation,Nsyn2,1,4,575037,3148355,ruin relation
984,cement legacy,1688,7.5,productive,leave,Vprod2,status,Nsyn1,0,4,18615948,3680200,leave status
985,cement legacy,1688,7.5,synonym,stick,Vsyn1,status,Nsyn1,-1,4,2225600,3680200,stick status
986,cement legacy,1688,7.5,synonym,fasten,Vsyn2,status,Nsyn1,-1,4,155870,3680200,fasten status
987,cement legacy,1688,7.5,synonym,cement,Vcoll,position,Nsyn2,1,4,151658,9565373,cement position
988,launch campaign,104188,9.9,productive,organize,Vprod2,campaign,Ncoll,0,4,2387991,4769567,organize campaign
989,launch campaign,104188,9.9,productive,throw,Vsyn1,boat,Nprod2,0,4,3612212,2709805,throw boat
990,launch campaign,104188,9.9,productive,pitch,Vsyn2,boat,Nprod2,0,4,531141,2709805,pitch boat
991,launch campaign,104188,9.9,synonym,launch,Vcoll,project,Nsyn1,1,4,3882857,16020768,launch project
992,float idea,9736,6,productive,glide,Vsyn1,tender,Nprod1,-1,4,147185,569779,glide tender
993,float idea,9736,6,productive,sail,Vsyn2,tender,Nprod1,0,4,564994,569779,sail tender
994,float idea,9736,6,productive,float,Vcoll,candle,Nprod2,0,4,621472,466330,float candle
995,float idea,9736,6,productive,convey,Vprod1,theory,Nsyn2,0,4,756434,4260651,convey theory
996,embrace diversity,8577,8,productive,embrace,Vcoll,wife,Nprod1,0,4,1112842,4778796,embrace wife
997,embrace diversity,8577,8,productive,recognize,Vprod1,culture,Nsyn1,0,4,4023120,4986071,recognize culture
998,embrace diversity,8577,8,synonym,hug,Vsyn1,diversity,Ncoll,-1,4,213227,1520182,hug diversity
999,embrace diversity,8577,8,synonym,hold,Vsyn2,diversity,Ncoll,1,4,15504718,1520182,hold diversity
1000,navigate complexity,3560,7.6,collocation,navigate,Vcoll,complexity,Ncoll,1,4,730340,928075,navigate complexity
1001,navigate complexity,3560,7.6,productive,identify,Vprod1,complexity,Ncoll,0,4,6950370,928075,identify complexity
1002,navigate complexity,3560,7.6,productive,simplify,Vprod2,crisis,Nsyn2,0,4,665340,2741141,simplify crisis
1003,navigate complexity,3560,7.6,synonym,traverse,Vsyn1,crisis,Nsyn2,-1,4,193543,2741141,traverse crisis
1004,navigate complexity,3560,7.6,synonym,negotiate,Vsyn2,crisis,Nsyn2,1,4,937868,2741141,negotiate crisis
1005,land job,32530,7.8,productive,leave,Vprod2,contract,Nsyn1,0,4,18615948,4325311,leave contract
1006,land job,32530,7.8,synonym,reach,Vsyn1,contract,Nsyn1,-1,4,7756405,4325311,reach contract
1007,land job,32530,7.8,synonym,disembark,Vsyn2,contract,Nsyn1,-1,4,50946,4325311,disembark contract
1008,land job,32530,7.8,synonym,land,Vcoll,role,Nsyn2,1,4,1160851,9035737,land role
1009,dash hope,9514,8.5,productive,cherish,Vprod2,hope,Ncoll,1,4,164299,2534787,cherish hope
1010,dash hope,9514,8.5,productive,fling,Vsyn1,foot,Nprod2,-1,4,129391,6305134,fling foot
1011,dash hope,9514,8.5,productive,smash,Vsyn2,foot,Nprod2,0,4,298943,6305134,smash foot
1012,dash hope,9514,8.5,synonym,dash,Vcoll,dream,Nsyn1,1,4,166374,2910919,dash dream
1013,strike deal,38657,8.8,productive,hit,Vsyn1,blow,Nprod1,-1,4,4802307,621419,hit blow
1014,strike deal,38657,8.8,productive,punch,Vsyn2,blow,Nprod1,-1,4,288125,621419,punch blow
1015,strike deal,38657,8.8,productive,strike,Vcoll,ground,Nprod2,0,4,1984205,5961182,strike ground
1016,strike deal,38657,8.8,productive,finalize,Vprod1,agreement,Nsyn2,0,4,237104,4136634,finalize agreement
1017,drain treasury,561,6.2,productive,drain,Vcoll,sink,Nprod1,0,4,487772,389001,drain sink
1018,drain treasury,561,6.2,productive,rob,Vprod1,coffer,Nsyn1,0,4,318910,55026,rob coffer
1019,drain treasury,561,6.2,synonym,empty,Vsyn1,treasury,Ncoll,0,4,287008,196559,empty treasury
1020,drain treasury,561,6.2,synonym,clear,Vsyn2,treasury,Ncoll,1,4,1593855,196559,clear treasury
1021,taste victory,1891,6.1,collocation,taste,Vcoll,victory,Ncoll,1,4,921323,2055937,taste victory
